season,Coach,Team,conference,current_season_W,current_season_L,current_season_W-L%,current_season_AP Pre,current_season_AP Post,current_season_NCAA Tournament,career_at_school_Since,career_at_school_W,career_at_school_L,career_at_school_W-L%,career_at_school_NCAA,career_at_school_S16,career_at_school_FF,career_at_school_Chmp,career_overall_W,career_overall_L,career_overall_W-L%,career_overall_NCAA,career_overall_S16,career_overall_FF,career_overall_Chmp
2011,Dave Balza,Florida Gulf Coast,A-Sun,10,20,0.333,0,0,0,2007-08,39,82,0.322,0,0,0,0,39,82,0.322,0,0,0,0
2011,Tim Carter,South Carolina State,MEAC,10,22,0.312,0,0,0,2007-08,58,70,0.453,0,0,0,0,218,222,0.495,2,0,0,0
2011,Perry Clark,Texas A&M-Corpus Christi,Southland,10,21,0.323,0,0,0,2007-08,54,71,0.432,0,0,0,0,304,270,0.53,4,0,0,0
2011,Bill Courtney,Cornell,Ivy,10,18,0.357,0,0,0,2010-11,10,18,0.357,0,0,0,0,10,18,0.357,0,0,0,0
2011,Chuck Driesell,The Citadel,Southern,10,22,0.312,0,0,0,2010-11,10,22,0.312,0,0,0,0,10,22,0.312,0,0,0,0
2011,Kirk Earlywine,Eastern Washington,Big Sky,10,20,0.333,0,0,0,2007-08,42,78,0.35,0,0,0,0,42,78,0.35,0,0,0,0
2011,Stan Heath,South Florida,Big East,10,23,0.303,0,0,0,2007-08,51,77,0.398,0,0,0,0,163,154,0.514,3,1,0,0
2011,Alan Major,Charlotte,A-10,10,20,0.333,0,0,0,2010-11,10,20,0.333,0,0,0,0,10,20,0.333,0,0,0,0
2011,Dickey Nutt ,Southeast Missouri State,OVC,10,22,0.312,0,0,0,2009-10,17,45,0.274,0,0,0,0,206,232,0.47,1,0,0,0
2011,Byron Rimm II,Prairie View,SWAC,10,22,0.312,0,0,0,2006-07,59,96,0.381,0,0,0,0,59,96,0.381,0,0,0,0
2011,Tony Shaver,William & Mary,CAA,10,22,0.312,0,0,0,2003-04,97,146,0.399,0,0,0,0,97,146,0.399,0,0,0,0
2011,Gary Stewart,UC-Davis,Big West,10,20,0.333,0,0,0,2004-05,70,139,0.335,0,0,0,0,70,139,0.335,0,0,0,0
2011,Ernie Zeigler,Central Michigan,MAC,10,21,0.323,0,0,0,2006-07,64,90,0.416,0,0,0,0,64,90,0.416,0,0,0,0
2011,Frankie Allen,Maryland-Eastern Shore,MEAC,9,22,0.29,0,0,0,2008-09,27,66,0.29,0,0,0,0,250,360,0.41,2,0,0,0
2011,Keith Brown,Cal State Bakersfield,Ind,9,19,0.321,0,0,0,2006-07,47,97,0.326,0,0,0,0,47,97,0.326,0,0,0,0
2011,Dave Calloway,Monmouth,NEC,9,21,0.3,0,0,0,1997-98,178,227,0.44,3,0,0,0,178,227,0.44,3,0,0,0
2011,Don Friday,Saint Francis (PA),NEC,9,21,0.3,0,0,0,2008-09,26,63,0.292,0,0,0,0,26,63,0.292,0,0,0,0
2011,Greg Jackson,Delaware State,MEAC,9,21,0.3,0,0,0,2000-01,166,169,0.496,1,0,0,0,166,169,0.496,1,0,0,0
2011,Joe Mihalich,Niagara,MAAC,9,23,0.281,0,0,0,1998-99,232,170,0.577,2,0,0,0,232,170,0.577,2,0,0,0
2011,Mike Miller,Eastern Illinois,OVC,9,20,0.31,0,0,0,2005-06,63,113,0.358,0,0,0,0,150,192,0.439,1,0,0,0
2011,Joe O'Brien,Idaho State,Big Sky,9,20,0.31,0,0,0,2006-07,54,97,0.358,0,0,0,0,54,97,0.358,0,0,0,0
2011,Tim O'Shea,Bryant,NEC,9,21,0.3,0,0,0,2008-09,18,71,0.202,0,0,0,0,138,166,0.454,1,0,0,0
2011,Ricardo Patton,Northern Illinois,MAC,9,21,0.3,0,0,0,2007-08,35,83,0.297,0,0,0,0,219,243,0.474,2,0,0,0
2011,Charles Ramsey,Eastern Michigan,MAC,9,22,0.29,0,0,0,2005-06,68,118,0.366,0,0,0,0,68,118,0.366,0,0,0,0
2011,Heath Schroyer,Wyoming,MWC,9,16,0.36,0,0,0,2007-08,50,69,0.42,0,0,0,0,85,116,0.423,0,0,0,0
2011,Jerry Slocum,Youngstown State,Horizon,9,21,0.3,0,0,0,2005-06,58,121,0.324,0,0,0,0,58,121,0.324,0,0,0,0
2011,Milan Brown,Holy Cross,Patriot,8,21,0.276,0,0,0,2010-11,8,21,0.276,0,0,0,0,103,141,0.422,1,0,0,0
2011,Jeff Bzdelik,Wake Forest,ACC,8,24,0.25,0,0,0,2010-11,8,24,0.25,0,0,0,0,119,129,0.48,1,0,0,0
2011,Lennox Forrester,SIU-Edwardsville,Ind,8,21,0.276,0,0,0,2008-09,23,64,0.264,0,0,0,0,23,64,0.264,0,0,0,0
2011,Tony Ingle,Kennesaw State,A-Sun,8,23,0.258,0,0,0,2005-06,63,120,0.344,0,0,0,0,63,139,0.312,0,0,0,0
2011,Mark Macon,Binghamton,AEC,8,23,0.258,0,0,0,2009-10,21,41,0.339,0,0,0,0,21,41,0.339,0,0,0,0
2011,Don Maestri,Troy,Sun Belt,8,21,0.276,0,0,0,1993-94,269,257,0.511,1,0,0,0,269,257,0.511,1,0,0,0
2011,Derek Waugh,Stetson,A-Sun,8,23,0.258,0,0,0,2000-01,125,196,0.389,0,0,0,0,125,196,0.389,0,0,0,0
2011,Emmett Davis,Colgate,Patriot,7,23,0.233,0,0,0,1998-99,163,214,0.432,0,0,0,0,163,214,0.432,0,0,0,0
2011,Mike Dement,UNC Greensboro,Southern,7,24,0.226,0,0,0,1991-92,122,173,0.414,0,0,0,0,329,363,0.475,1,0,0,0
2011,George Ivory,Arkansas-Pine Bluff,SWAC,7,24,0.226,0,0,0,2008-09,38,58,0.396,1,0,0,0,38,58,0.396,1,0,0,0
2011,Brian Katz,Sacramento State,Big Sky,7,21,0.25,0,0,0,2008-09,18,69,0.207,0,0,0,0,18,69,0.207,0,0,0,0
2011,Jim Molinari,Western Illinois,Summit,7,23,0.233,0,0,0,2008-09,29,60,0.326,0,0,0,0,252,246,0.506,2,0,0,0
2011,Howard Moore,UIC,Horizon,7,24,0.226,0,0,0,2010-11,7,24,0.226,0,0,0,0,7,24,0.226,0,0,0,0
2011,Tom Pecora,Fordham,A-10,7,21,0.25,0,0,0,2010-11,7,21,0.25,0,0,0,0,162,147,0.524,0,0,0,0
2011,Oliver Purnell,DePaul,Big East,7,24,0.226,0,0,0,2010-11,7,24,0.226,0,0,0,0,401,303,0.57,6,0,0,0
2011,Keith Richard,Louisiana-Monroe,Sun Belt,7,24,0.226,0,0,0,2010-11,7,24,0.226,0,0,0,0,157,141,0.527,0,0,0,0
2011,Tracy Dildy,Chicago State,GWC,6,26,0.188,0,0,0,2010-11,6,26,0.188,0,0,0,0,6,26,0.188,0,0,0,0
2011,Ryan Marks,Texas-Rio Grande Valley,GWC,6,25,0.194,0,0,0,2009-10,12,52,0.188,0,0,0,0,12,52,0.188,0,0,0,0
2011,Chuck Martin,Marist,MAAC,6,27,0.182,0,0,0,2008-09,17,79,0.177,0,0,0,0,17,79,0.177,0,0,0,0
2011,Kevin Nickelberry,Howard,MEAC,6,24,0.2,0,0,0,2010-11,6,24,0.2,0,0,0,0,55,68,0.447,0,0,0,0
2011,Barry Rohrssen,Manhattan,MAAC,6,25,0.194,0,0,0,2006-07,58,95,0.379,0,0,0,0,58,95,0.379,0,0,0,0
2011,Paul Cormier,Dartmouth,Ivy,5,23,0.179,0,0,0,1984-85,92,118,0.438,0,0,0,0,178,229,0.437,1,0,0,0
2011,Ron Cottrell,Houston Christian,GWC,5,26,0.161,0,0,0,2008-09,22,72,0.234,0,0,0,0,22,72,0.234,0,0,0,0
2011,James Green,Jacksonville State,OVC,5,25,0.167,0,0,0,2008-09,27,61,0.307,0,0,0,0,194,223,0.465,1,0,0,0
2011,Brad Greenberg,Radford,Big South,5,24,0.172,0,0,0,2007-08,55,68,0.447,1,0,0,0,55,68,0.447,1,0,0,0
2011,Randy Monroe,UMBC,AEC,5,25,0.167,0,0,0,2004-05,81,133,0.379,1,0,0,0,81,133,0.379,1,0,0,0
2011,Eddie Payne,USC Upstate,A-Sun,5,25,0.167,0,0,0,2007-08,27,92,0.227,0,0,0,0,133,240,0.357,1,0,0,0
2011,Greg Vetrone,Fairleigh Dickinson,NEC,5,24,0.172,0,0,0,2009-10,16,45,0.262,0,0,0,0,16,45,0.262,0,0,0,0
2011,Corliss Williamson,Central Arkansas,Southland,5,24,0.172,0,0,0,2010-11,5,24,0.172,0,0,0,0,5,24,0.172,0,0,0,0
2011,Charlton Young,Georgia Southern,Southern,5,27,0.156,0,0,0,2009-10,14,50,0.219,0,0,0,0,14,50,0.219,0,0,0,0
2011,Pat Kennedy,Towson,CAA,4,26,0.133,0,0,0,2004-05,71,144,0.33,0,0,0,0,487,455,0.517,8,2,0,0
2011,Tod Kowalczyk,Toledo,MAC,4,28,0.125,0,0,0,2010-11,4,28,0.125,0,0,0,0,140,140,0.5,0,0,0,0
2011,Larry Smith,Alcorn State,SWAC,4,24,0.143,0,0,0,2008-09,12,78,0.133,0,0,0,0,12,78,0.133,0,0,0,0
2011,Rob Spivery,Southern,SWAC,4,26,0.133,0,0,0,2005-06,58,127,0.314,1,0,0,0,187,263,0.416,3,0,0,0
2011,Fred Langley,Wyoming,MWC,1,5,0.167,0,0,0,2010-11,1,5,0.167,0,0,0,0,1,5,0.167,0,0,0,0
2011,Adam Walsh,Centenary (LA),Summit,1,29,0.033,0,0,0,2010-11,1,29,0.033,0,0,0,0,1,29,0.033,0,0,0,0
2010,Roy Williams,UNC,ACC,20,17,0.541,6,0,0,2003-04,196,54,0.784,6,4,3,2,614,155,0.798,20,13,7,2
2010,Jim Calhoun,UConn,Big East,18,16,0.529,12,0,0,1986-87,577,222,0.722,16,12,3,2,825,359,0.697,21,12,3,2
2010,Ben Howland,UCLA,Pac-10,14,18,0.438,0,0,0,2003-04,166,72,0.697,5,3,3,0,332,173,0.657,8,5,3,0
2010,Bill Self,Kansas,Big 12,33,3,0.917,1,1,Lost Second Round,2003-04,202,43,0.824,7,4,1,1,409,148,0.734,12,7,1,1
2010,Tom Izzo,Michigan State,Big Ten,28,9,0.757,2,13,Lost National Semifinal,1995-96,364,146,0.714,13,9,6,1,364,146,0.714,13,9,6,1
2010,Rick Barnes,Texas,Big 12,24,10,0.706,3,0,Lost First Round,1998-99,294,115,0.719,12,5,1,0,496,249,0.666,18,6,1,0
2010,Billy Donovan,Florida,SEC,21,13,0.618,0,0,Lost First Round,1996-97,331,139,0.704,10,4,3,2,366,159,0.697,10,4,3,2
2010,Rick Pitino,Louisville,Big East,20,13,0.606,19,0,Lost First Round,2001-02,220,86,0.719,7,3,1,0,574,214,0.728,15,9,5,1
2010,Jay Wright,Villanova,Big East,25,8,0.758,5,9,Lost Second Round,2001-02,203,99,0.672,6,4,1,0,325,184,0.639,8,4,1,0
2010,Thad Matta,Ohio State,Big Ten,29,8,0.784,16,5,Lost Regional Semifinal,2004-05,156,54,0.743,4,2,1,0,258,85,0.752,8,3,1,0
2010,Bo Ryan,Wisconsin,Big Ten,24,9,0.727,0,16,Lost Second Round,2001-02,217,82,0.726,9,3,0,0,247,109,0.694,9,3,0,0
2010,Jamie Dixon,Pitt,Big East,25,9,0.735,0,18,Lost Second Round,2003-04,188,54,0.777,7,3,0,0,188,54,0.777,7,3,0,0
2010,Tubby Smith,Minnesota,Big Ten,21,14,0.6,25,0,Lost First Round,2007-08,63,39,0.618,2,0,0,0,450,184,0.71,16,9,1,1
2010,Bruce Weber,Illinois,Big Ten,21,15,0.583,23,0,0,2003-04,173,72,0.706,5,2,1,0,276,126,0.687,7,3,1,0
2010,John Calipari ,Kentucky,SEC,35,3,0.921,4,2,Lost Regional Final,2009-10,35,3,0.921,1,1,0,0,480,143,0.77,12,8,2,0
2010,Bruce Pearl,Tennessee,SEC,28,9,0.757,10,15,Lost Regional Final,2005-06,126,46,0.733,5,3,0,0,212,84,0.716,7,4,0,0
2010,Mark Few,Gonzaga,WCC,27,7,0.794,0,22,Lost Second Round,1999-00,291,73,0.799,11,4,0,0,291,73,0.799,11,4,0,0
2010,John Thompson III,Georgetown,Big East,23,11,0.676,20,14,Lost First Round,2004-05,139,62,0.692,4,2,1,0,207,104,0.666,6,2,1,0
2010,Mike Krzyzewski,Duke,ACC,35,5,0.875,9,3,Won National Final,1980-81,795,220,0.783,26,19,11,4,868,279,0.757,26,19,11,4
2010,Mike Anderson Sr,Missouri,Big 12,23,11,0.676,0,0,Lost Second Round,2006-07,88,46,0.657,2,1,0,0,177,87,0.67,5,2,0,0
2010,Paul Hewitt,Georgia Tech,ACC,23,13,0.639,22,0,Lost Second Round,2000-01,177,144,0.551,5,1,1,0,243,171,0.587,6,1,1,0
2010,Sean Miller,Arizona,Pac-10,16,15,0.516,0,0,0,2009-10,16,15,0.516,0,0,0,0,136,62,0.687,4,2,0,0
2010,John Beilein,Michigan,Big Ten,15,17,0.469,15,0,0,2007-08,46,53,0.465,1,0,0,0,339,228,0.598,5,2,0,0
2010,Lorenzo Romar,Washington,Pac-10,26,10,0.722,14,0,Lost Regional Semifinal,2002-03,171,91,0.653,5,3,0,0,264,179,0.596,6,3,0,0
2010,Gary Williams,Maryland,ACC,24,9,0.727,0,20,Lost Second Round,1989-90,442,238,0.65,14,7,2,1,649,366,0.639,17,9,2,1
2010,Herb Sendek,Arizona State,Pac-10,22,11,0.667,0,0,0,2006-07,76,56,0.576,1,0,0,0,330,214,0.607,7,1,0,0
2010,Al Skinner Jr,Boston College,ACC,15,16,0.484,0,0,0,1997-98,247,165,0.6,7,1,0,0,385,291,0.57,9,1,0,0
2010,Trent Johnson,LSU,SEC,11,20,0.355,0,0,0,2008-09,38,28,0.576,1,0,0,0,197,150,0.568,5,2,0,0
2010,Tom Crean,Indiana,Big Ten,10,21,0.323,0,0,0,2008-09,16,46,0.258,0,0,0,0,206,142,0.592,5,1,1,0
2010,Bob Huggins,West Virginia,Big East,31,7,0.816,8,6,Lost National Semifinal,2007-08,80,30,0.727,3,2,1,0,598,216,0.735,18,6,2,0
2010,Matt Painter,Purdue,Big Ten,29,6,0.829,7,10,Lost Regional Semifinal,2005-06,112,56,0.667,4,2,0,0,137,61,0.692,5,2,0,0
2010,Kevin Stallings,Vanderbilt,SEC,24,9,0.727,0,21,Lost First Round,1999-00,213,137,0.609,4,2,0,0,336,200,0.627,6,2,0,0
2010,Mark Turgeon,Texas A&M,Big 12,24,10,0.706,0,23,Lost Second Round,2007-08,73,31,0.702,3,0,0,0,226,150,0.601,4,1,0,0
2010,John Brady,Arkansas State,Sun Belt,17,14,0.548,0,0,0,2008-09,30,31,0.492,0,0,0,0,311,247,0.557,4,2,1,0
2010,Jim Larranaga,George Mason,CAA,17,15,0.531,0,0,0,1997-98,246,157,0.61,4,1,1,0,415,302,0.579,4,1,1,0
2010,Todd Lickliter,Iowa,Big Ten,10,22,0.312,0,0,0,2007-08,38,58,0.396,0,0,0,0,169,119,0.587,2,2,0,0
2010,Lon Kruger,UNLV,MWC,25,9,0.735,0,0,Lost First Round,2004-05,137,62,0.688,3,1,0,0,455,295,0.607,12,3,1,0
2010,Rick Stansbury,Mississippi State,SEC,24,12,0.667,18,0,0,1998-99,255,140,0.646,6,0,0,0,255,140,0.646,6,0,0,0
2010,Mike Brey,Notre Dame,Big East,23,12,0.657,0,0,Lost First Round,2000-01,211,113,0.651,6,1,0,0,310,165,0.653,8,1,0,0
2010,Ernie Kent,Oregon,Pac-10,16,16,0.5,0,0,0,1997-98,235,173,0.576,5,2,0,0,325,253,0.562,6,2,0,0
2010,Bob McKillop,Davidson,Southern,16,15,0.516,0,0,0,1989-90,383,248,0.607,5,1,0,0,383,248,0.607,5,1,0,0
2010,Tony Bennett,Virginia,ACC,15,16,0.484,0,0,0,2009-10,15,16,0.484,0,0,0,0,84,49,0.632,2,1,0,0
2010,Chris Lowery,Southern Illinois,MVC,15,15,0.5,0,0,0,2004-05,124,74,0.626,3,1,0,0,124,74,0.626,3,1,0,0
2010,Phil Martelli,St. Joseph's,A-10,11,20,0.355,0,0,0,1995-96,289,187,0.607,5,2,0,0,289,187,0.607,5,2,0,0
2010,Jim Boeheim ,Syracuse,Big East,30,5,0.857,0,4,Lost Regional Semifinal,1976-77,829,293,0.739,27,15,3,1,829,293,0.739,27,15,3,1
2010,Cliff Ellis,Coastal Carolina,Big South,28,7,0.8,0,0,0,2007-08,52,42,0.553,0,0,0,0,588,380,0.607,8,3,0,0
2010,Fran McCaffery,Siena,MAAC,27,7,0.794,0,0,Lost First Round,2005-06,112,51,0.687,3,0,0,0,251,177,0.586,5,0,0,0
2010,Mike Davis,UAB,CUSA,25,9,0.735,0,0,0,2006-07,85,48,0.639,0,0,0,0,200,127,0.612,4,1,1,0
2010,Mike Montgomery,California,Pac-10,24,11,0.686,13,0,Lost Second Round,2008-09,46,22,0.676,2,0,0,0,592,267,0.689,14,3,1,0
2010,Bob Thomason,Pacific,Big West,23,12,0.657,0,0,0,1988-89,387,275,0.585,4,0,0,0,387,275,0.585,4,0,0,0
2010,Jim Les,Bradley,MVC,16,15,0.516,0,0,0,2002-03,142,120,0.542,1,1,0,0,142,120,0.542,1,1,0,0
2010,Darrin Horn,South Carolina,SEC,15,16,0.484,0,0,0,2008-09,36,26,0.581,0,0,0,0,147,74,0.665,1,1,0,0
2010,Mark Fox,Georgia,SEC,14,17,0.452,0,0,0,2009-10,14,17,0.452,0,0,0,0,137,60,0.695,3,0,0,0
2010,Brad Stevens,Butler,Horizon,33,5,0.868,11,11,Lost National Final,2007-08,89,15,0.856,3,1,1,0,89,15,0.856,3,1,1,0
2010,Frank Martin,Kansas State,Big 12,29,8,0.784,0,7,Lost Regional Final,2007-08,72,32,0.692,2,1,0,0,72,32,0.692,2,1,0,0
2010,Seth Greenberg,Virginia Tech,ACC,25,9,0.735,0,0,0,2003-04,132,94,0.584,1,0,0,0,345,264,0.567,3,0,0,0
2010,Brian Gregory,Dayton,A-10,25,12,0.676,21,0,0,2003-04,150,80,0.652,2,0,0,0,150,80,0.652,2,0,0,0
2010,Gregg Marshall,Wichita State,MVC,25,10,0.714,0,0,0,2007-08,53,47,0.53,0,0,0,0,247,130,0.655,7,0,0,0
2010,Rick Majerus,Saint Louis,A-10,23,13,0.639,0,0,0,2007-08,57,42,0.576,0,0,0,0,479,189,0.717,12,4,1,0
2010,Travis Ford,Oklahoma State,Big 12,22,11,0.667,0,0,Lost First Round,2008-09,45,23,0.662,2,0,0,0,168,138,0.549,3,0,0,0
2010,Buzz Williams,Marquette,Big East,22,12,0.647,0,0,Lost First Round,2008-09,47,22,0.681,2,0,0,0,61,39,0.61,2,0,0,0
2010,Ken McDonald,Western Kentucky,Sun Belt,21,13,0.618,0,0,0,2008-09,46,22,0.676,1,0,0,0,46,22,0.676,1,0,0,0
2010,Frank Haith,Miami (FL),ACC,20,13,0.606,0,0,0,2004-05,108,86,0.557,1,0,0,0,108,86,0.557,1,0,0,0
2010,Rob Jeter,Milwaukee,Horizon,20,14,0.588,0,0,0,2005-06,82,75,0.522,1,0,0,0,82,75,0.522,1,0,0,0
2010,Bobby Gonzalez,Seton Hall,Big East,19,13,0.594,0,0,0,2006-07,66,59,0.528,0,0,0,0,195,136,0.589,2,0,0,0
2010,Anthony Grant,Alabama,SEC,17,15,0.531,0,0,0,2009-10,17,15,0.531,0,0,0,0,93,40,0.699,2,0,0,0
2010,Karl Hobbs,George Washington,A-10,16,15,0.516,0,0,0,2001-02,149,115,0.564,3,0,0,0,149,115,0.564,3,0,0,0
2010,Gary Waters,Cleveland State,Horizon,16,17,0.485,0,0,0,2006-07,73,62,0.541,1,0,0,0,244,197,0.553,3,0,0,0
2010,Louis Orr,Bowling Green State,MAC,14,16,0.467,0,0,0,2007-08,46,47,0.495,0,0,0,0,146,127,0.535,2,0,0,0
2010,John Pelphrey,Arkansas,SEC,14,18,0.438,0,0,0,2007-08,51,46,0.526,1,0,0,0,131,113,0.537,2,0,0,0
2010,Bill Grier,San Diego,WCC,11,21,0.344,0,0,0,2007-08,49,51,0.49,1,0,0,0,49,51,0.49,1,0,0,0
2010,Mike McConathy,Northwestern State,Southland,10,19,0.345,0,0,0,1999-00,166,174,0.488,2,0,0,0,166,174,0.488,2,0,0,0
2010,Ben Braun,Rice,CUSA,8,23,0.258,0,0,0,2008-09,18,45,0.286,0,0,0,0,421,332,0.559,8,2,0,0
2010,Billy Kennedy,Murray State,OVC,31,5,0.861,0,0,Lost Second Round,2006-07,84,44,0.656,1,0,0,0,188,170,0.525,2,0,0,0
2010,Steve Alford,New Mexico,MWC,30,5,0.857,0,8,Lost Second Round,2007-08,76,26,0.745,1,0,0,0,306,180,0.63,5,1,0,0
2010,Ben Jacobson,Northern Iowa,MVC,30,5,0.857,0,0,Lost Regional Semifinal,2006-07,89,43,0.674,2,1,0,0,89,43,0.674,2,1,0,0
2010,Dave Rose,BYU,MWC,30,6,0.833,0,17,Lost Second Round,2005-06,127,40,0.76,4,0,0,0,127,40,0.76,4,0,0,0
2010,Steve Donahue,Cornell,Ivy,29,5,0.853,0,0,Lost Regional Semifinal,2000-01,146,138,0.514,3,1,0,0,146,138,0.514,3,1,0,0
2010,Fran Dunphy,Temple,A-10,29,6,0.829,0,12,Lost First Round,2006-07,84,49,0.632,3,0,0,0,394,212,0.65,12,0,0,0
2010,Randy Bennett,Saint Mary's,WCC,28,6,0.824,0,0,Lost Regional Semifinal,2001-02,183,103,0.64,3,1,0,0,183,103,0.64,3,1,0,0
2010,Scott Drew,Baylor,Big 12,28,8,0.778,0,19,Lost Regional Final,2003-04,109,103,0.514,2,1,0,0,129,114,0.531,2,1,0,0
2010,Todd Bozeman ,Morgan State,MEAC,27,10,0.73,0,0,Lost First Round,2006-07,85,51,0.625,2,0,0,0,148,86,0.632,5,1,0,0
2010,Stew Morrill,Utah State,WAC,27,8,0.771,0,0,Lost First Round,1998-99,294,99,0.748,7,0,0,0,512,237,0.684,8,0,0,0
2010,Shaka Smart,VCU,CAA,27,9,0.75,0,0,0,2009-10,27,9,0.75,0,0,0,0,27,9,0.75,0,0,0,0
2010,Blaine Taylor,Old Dominion,CAA,27,9,0.75,0,0,Lost Second Round,2001-02,188,103,0.646,3,0,0,0,329,169,0.661,5,0,0,0
2010,Tony Barbee,UTEP,CUSA,26,7,0.788,0,0,Lost First Round,2006-07,82,52,0.612,1,0,0,0,82,52,0.612,1,0,0,0
2010,Jim Baron,Rhode Island,A-10,26,10,0.722,0,0,0,2001-02,156,129,0.547,0,0,0,0,362,331,0.522,2,0,0,0
2010,Greg Kampe,Oakland,Summit,26,9,0.743,0,0,Lost First Round,1999-00,181,161,0.529,2,0,0,0,181,161,0.529,2,0,0,0
2010,Chris Mack,Xavier,A-10,26,9,0.743,0,25,Lost Regional Semifinal,2009-10,26,9,0.743,1,1,0,0,26,9,0.743,1,1,0,0
2010,Chris Mooney,Richmond,A-10,26,9,0.743,0,24,Lost First Round,2005-06,83,79,0.512,1,0,0,0,101,91,0.526,1,0,0,0
2010,Mike Young,Wofford,Southern,26,9,0.743,0,0,Lost First Round,2002-03,116,126,0.479,1,0,0,0,116,126,0.479,1,0,0,0
2010,Tad Boyle,Northern Colorado,Big Sky,25,8,0.758,0,0,0,2006-07,56,66,0.459,0,0,0,0,56,66,0.459,0,0,0,0
2010,Steve Fisher ,San Diego State,MWC,25,9,0.735,0,0,Lost First Round,1999-00,198,149,0.571,3,0,0,0,383,230,0.625,10,4,3,1
2010,Ron Hunter,IUPUI,Summit,25,11,0.694,0,0,0,1998-99,202,165,0.55,1,0,0,0,202,165,0.55,1,0,0,0
2010,Mike Lonergan,Vermont,AEC,25,10,0.714,0,0,Lost First Round,2005-06,103,59,0.636,1,0,0,0,103,59,0.636,1,0,0,0
2010,Bob Marlin,Sam Houston,Southland,25,8,0.758,0,0,Lost First Round,1998-99,225,131,0.632,2,0,0,0,225,131,0.632,2,0,0,0
2010,Keith Dambrot,Akron,MAC,24,11,0.686,0,0,0,2004-05,139,62,0.692,1,0,0,0,159,96,0.624,1,0,0,0
2010,Geno Ford,Kent State,MAC,24,10,0.706,0,0,0,2008-09,43,25,0.632,0,0,0,0,43,25,0.632,0,0,0,0
2010,Donnie Jones,Marshall,CUSA,24,10,0.706,0,0,0,2007-08,55,41,0.573,0,0,0,0,55,41,0.573,0,0,0,0
2010,Johnny Jones,North Texas,Sun Belt,24,9,0.727,0,0,Lost First Round,2001-02,150,121,0.554,2,0,0,0,165,137,0.546,2,0,0,0
2010,Andy Kennedy,Ole Miss,SEC,24,11,0.686,0,0,0,2006-07,85,50,0.63,0,0,0,0,106,63,0.627,0,0,0,0
2010,Cuonzo Martin,Missouri State,MVC,24,12,0.667,0,0,0,2008-09,35,32,0.522,0,0,0,0,35,32,0.522,0,0,0,0
2010,Josh Pastner,Memphis,CUSA,24,10,0.706,0,0,0,2009-10,24,10,0.706,0,0,0,0,24,10,0.706,0,0,0,0
2010,Buzz Peterson,Appalachian State,Southern,24,13,0.649,0,0,0,1996-97,103,52,0.665,1,0,0,0,225,147,0.605,1,0,0,0
2010,Kerry Rupp,Louisiana Tech,WAC,24,11,0.686,0,0,0,2007-08,45,53,0.459,0,0,0,0,54,57,0.486,1,0,0,0
2010,Donnie Tyndall,Morehead State,OVC,24,11,0.686,0,0,0,2006-07,71,60,0.542,1,0,0,0,71,60,0.542,1,0,0,0
2010,Ed Cooley,Fairfield,MAAC,23,11,0.676,0,0,0,2006-07,67,61,0.523,0,0,0,0,67,61,0.523,0,0,0,0
2010,Danny Kaspar,Stephen F. Austin,Southland,23,9,0.719,0,0,0,2000-01,181,113,0.616,1,0,0,0,181,113,0.616,1,0,0,0
2010,Tom Moore,Quinnipiac,NEC,23,10,0.697,0,0,0,2007-08,53,41,0.564,0,0,0,0,53,41,0.564,0,0,0,0
2010,Mike Rice Jr,Robert Morris,NEC,23,12,0.657,0,0,Lost First Round,2007-08,73,31,0.702,2,0,0,0,73,31,0.702,2,0,0,0
2010,Doug Wojcik,Tulsa,CUSA,23,12,0.657,0,0,0,2005-06,104,65,0.615,0,0,0,0,104,65,0.615,0,0,0,0
2010,David Boots,South Dakota,GWC,22,10,0.688,0,0,0,2009-10,22,10,0.688,0,0,0,0,22,10,0.688,0,0,0,0
2010,Bobby Cremins,College of Charleston,Southern,22,12,0.647,0,0,0,2006-07,87,49,0.64,0,0,0,0,541,356,0.603,11,5,1,0
2010,John Groce,Ohio,MAC,22,15,0.595,0,0,Lost Second Round,2008-09,37,32,0.536,1,0,0,0,37,32,0.536,1,0,0,0
2010,Leonard Hamilton ,Florida State,ACC,22,10,0.688,0,0,Lost First Round,2002-03,153,106,0.591,2,0,0,0,353,316,0.528,5,1,0,0
2010,Larry Hunter,Western Carolina,Southern,22,12,0.647,0,0,0,2005-06,72,85,0.459,0,0,0,0,276,233,0.542,1,0,0,0
2010,Tim Jankovich,Illinois State,MVC,22,11,0.667,0,0,0,2007-08,71,31,0.696,0,0,0,0,124,88,0.585,0,0,0,0
2010,Sydney Johnson,Princeton,Ivy,22,9,0.71,0,0,0,2007-08,41,46,0.471,0,0,0,0,41,46,0.471,0,0,0,0
2010,Tod Kowalczyk,Green Bay,Horizon,22,13,0.629,0,0,0,2002-03,136,112,0.548,0,0,0,0,136,112,0.548,0,0,0,0
2010,Marvin Menzies,New Mexico State,WAC,22,12,0.647,0,0,Lost First Round,2007-08,60,41,0.594,1,0,0,0,60,41,0.594,1,0,0,0
2010,Steve Pikiell,Stony Brook,AEC,22,10,0.688,0,0,0,2005-06,58,91,0.389,0,0,0,0,58,91,0.389,0,0,0,0
2010,Brett Reed,Lehigh,Patriot,22,11,0.667,0,0,Lost First Round,2007-08,51,40,0.56,1,0,0,0,51,40,0.56,1,0,0,0
